Station,Year,Month,Day,Night,DayLimit,NightLimit,Name,City,State,Type
BEN02,2013,6,55.0,52.0,65,55,Marathahalli,Bengaluru,Karnataka,Commercial
BEN02,2013,7,55.0,52.0,65,55,Marathahalli,Bengaluru,Karnataka,Commercial
BEN02,2013,8,56.0,53.0,65,55,Marathahalli,Bengaluru,Karnataka,Commercial
BEN02,2013,9,56.0,55.0,65,55,Marathahalli,Bengaluru,Karnataka,Commercial
BEN02,2013,10,59.0,58.0,65,55,Marathahalli,Bengaluru,Karnataka,Commercial
BEN02,2013,11,60.0,59.0,65,55,Marathahalli,Bengaluru,Karnataka,Commercial
BEN02,2013,12,61.0,59.0,65,55,Marathahalli,Bengaluru,Karnataka,Commercial
BEN03,2013,1,55.0,46.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,2,54.0,46.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,3,54.0,46.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,4,55.0,46.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,5,56.0,49.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,6,59.0,50.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,7,60.0,50.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,8,57.0,48.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,9,57.0,49.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,10,57.0,49.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,11,56.0,47.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN03,2013,12,55.0,47.0,55,45,Nisarga Bhawan,Bengaluru,Karnataka,Residential
BEN04,2013,1,65.0,56.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,2,65.0,57.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,3,64.0,56.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,4,64.0,57.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,5,64.0,57.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,6,66.0,57.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,7,66.0,58.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,8,65.0,58.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,9,65.0,58.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,10,65.0,58.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,11,65.0,58.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN04,2013,12,65.0,57.0,65,55,Parisar Bhawan,Bengaluru,Karnataka,Commercial
BEN05,2013,1,57.0,48.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,2,57.0,48.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,3,58.0,53.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,4,58.0,53.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,5,58.0,53.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,6,58.0,54.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,7,61.0,53.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,8,58.0,53.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,9,57.0,55.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,10,57.0,54.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,11,58.0,55.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
BEN05,2013,12,58.0,53.0,75,70,Peeniya,Bengaluru,Karnataka,Industrial
CHE01,2013,1,63.0,50.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,2,63.0,50.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,3,62.0,55.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,4,66.0,58.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,5,61.0,53.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,6,64.0,53.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,7,65.0,53.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,8,65.0,54.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,9,65.0,55.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,10,65.0,53.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,11,65.0,53.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE01,2013,12,65.0,52.0,50,40,Eye Hospital,Chennai,Tamil Nadu,Silence
CHE02,2013,1,75.0,71.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,2,75.0,72.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,3,76.0,71.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,4,76.0,71.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,5,76.0,71.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,6,76.0,72.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,7,76.0,72.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,8,75.0,72.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,9,75.0,70.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,10,73.0,68.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,11,74.0,68.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2013,12,74.0,69.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE03,2013,1,68.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,2,69.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,3,68.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,4,69.0,58.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,5,68.0,58.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,6,68.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,7,69.0,58.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,8,68.0,59.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,9,68.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,10,68.0,58.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,11,68.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2013,12,68.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE04,2013,1,73.0,62.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,2,73.0,62.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,3,73.0,62.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,4,73.0,62.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,5,73.0,63.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,6,73.0,64.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,7,74.0,65.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,8,74.0,67.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,9,74.0,66.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,10,74.0,66.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,11,75.0,65.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2013,12,76.0,67.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE05,2013,1,68.0,57.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,2,68.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,3,68.0,55.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,4,67.0,55.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,5,67.0,57.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,6,68.0,57.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,7,68.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,8,68.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,9,67.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,10,67.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,11,68.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2013,12,68.0,57.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
DEL01,2013,1,51.0,46.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,2,52.0,47.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,3,51.0,47.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,4,50.0,48.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,5,49.0,48.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,6,51.0,50.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,7,53.0,52.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,8,53.0,54.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,9,51.0,50.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,10,51.0,47.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,11,51.0,48.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2013,12,51.0,47.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL02,2013,1,62.0,51.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,2,64.0,53.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,3,63.0,53.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,4,63.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,5,63.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,6,63.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,7,62.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,8,62.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,9,64.0,53.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,10,64.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,11,64.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2013,12,63.0,52.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL03,2013,1,53.0,45.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,2,52.0,46.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,3,51.0,47.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,4,52.0,48.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,5,51.0,48.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,6,55.0,52.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,7,54.0,52.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,8,53.0,55.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,9,52.0,50.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,10,52.0,48.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,11,50.0,47.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2013,12,49.0,46.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL04,2013,1,75.0,74.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,2,74.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,3,74.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,4,74.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,5,73.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,6,73.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,7,73.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,8,74.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,9,73.0,72.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,10,73.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,11,74.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2013,12,73.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL05,2013,1,56.0,52.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,2,57.0,53.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,3,56.0,53.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,4,56.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,5,56.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,6,55.0,53.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,7,56.0,53.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,8,56.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,9,56.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,10,56.0,53.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,11,57.0,55.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2013,12,56.0,52.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
HYD01,2013,1,72.0,61.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,2,72.0,62.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,3,71.0,61.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,4,72.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,5,72.0,64.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,6,73.0,66.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,7,74.0,67.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,8,73.0,66.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,9,72.0,64.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,10,72.0,64.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,11,73.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2013,12,72.0,61.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD02,2013,1,61.0,54.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,2,63.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,3,62.0,55.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,4,62.0,55.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,5,62.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,6,63.0,57.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,7,63.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,8,62.0,55.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,9,62.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,10,64.0,59.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,11,65.0,57.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2013,12,65.0,59.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD03,2013,1,56.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,2,57.0,50.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,3,57.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,4,56.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,5,56.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,6,57.0,51.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,7,57.0,51.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,8,56.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,9,55.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,10,56.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,11,56.0,48.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2013,12,56.0,49.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD04,2013,1,53.0,47.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,2,53.0,48.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,3,53.0,47.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,4,53.0,48.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,5,53.0,48.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,6,54.0,49.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,7,54.0,50.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,8,54.0,50.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,9,54.0,48.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,10,57.0,49.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,11,56.0,49.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2013,12,56.0,50.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD05,2013,1,75.0,70.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,2,76.0,70.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,3,75.0,70.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,4,75.0,70.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,5,75.0,70.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,6,75.0,71.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,7,76.0,70.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,8,75.0,70.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,9,76.0,71.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,10,79.0,73.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,11,79.0,73.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2013,12,79.0,73.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
KOL01,2013,1,65.0,61.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,2,65.0,60.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,3,63.0,58.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,4,63.0,58.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,5,66.0,63.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,6,65.0,60.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,7,70.0,67.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,8,70.0,68.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,9,71.0,70.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,10,72.0,70.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,11,72.0,69.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2013,12,70.0,66.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL02,2013,1,67.0,57.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,2,67.0,59.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,3,67.0,60.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,4,67.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,5,68.0,62.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,6,68.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,7,68.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,8,68.0,62.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,9,68.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,10,68.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,11,67.0,60.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2013,12,68.0,58.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL03,2013,1,54.0,44.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,2,56.0,50.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,3,54.0,52.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,4,54.0,97.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,5,57.0,66.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,6,56.0,73.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,7,56.0,,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,8,54.0,,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,9,54.0,,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,10,54.0,,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,11,53.0,,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2013,12,51.0,59.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL04,2013,1,61.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,2,61.0,56.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,3,62.0,57.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,4,63.0,59.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,5,65.0,61.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,6,63.0,58.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,7,63.0,57.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,8,62.0,56.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,9,61.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,10,62.0,56.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,11,61.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2013,12,61.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL05,2013,1,61.0,54.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,2,61.0,54.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,3,60.0,54.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,4,61.0,55.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,5,62.0,56.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,6,61.0,55.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,7,61.0,54.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,8,61.0,54.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,9,62.0,55.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,10,64.0,58.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,11,64.0,57.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2013,12,64.0,57.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
LUC01,2013,1,63.0,53.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,2,64.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,3,64.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,4,63.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,5,63.0,60.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,6,63.0,59.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,7,63.0,56.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,8,63.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,9,64.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,10,64.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,11,63.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2013,12,63.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC02,2013,1,72.0,59.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2013,2,73.0,61.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2013,3,72.0,61.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2013,4,72.0,61.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2013,5,72.0,62.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2013,6,72.0,64.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
